relation,LR_MAE,LR_RMSE,MAE_PLM_reg,RMSE_PLM_reg
wasBornOnDate,N/A,N/A,19.79531672898475,32.5685383338574
wasCreatedOnDate,N/A,N/A,70.58580212459037,120.66209866181389
wasDestroyedOnDate,N/A,N/A,41.972025868966405,80.46040511990077
diedOnDate,N/A,N/A,50.11860069104713,91.97584934811394
happenedOnDate,N/A,N/A,96.69099173491098,291.3237448622529
hasLatitude,N/A,N/A,8.655768245268987,13.245922769241654
hasLongitude,N/A,N/A,25.90700534107374,36.168276638722894
